Date_Posted,Year,Month,City,Country,Work_Type,Gender_Preference,Job_Title,Specialization,Job_Portal,Company,Company_Size,Company_Sector,Minimum_Experience (years),Maximum_Experience (years),Position_level,Qualifications,Minimum Salary,Maximum Salary,Avg_Salary
2023-02-06,2023,2,City of Port Louis,Mauritius,Temporary,Female,Substance Abuse Counselor,Family Counselor,SimplyHired,SSE plc,500 or above,Utilities,1,9,Senior,B.Com,57000,92000,74500
2023-02-01,2023,2,Paris,France,Temporary,Male,Nurse Practitioner,Primary Care Nurse Practitioner,SimplyHired,HDFC Ltd,500 or above,Financial Services,4,13,Senior,BCA,62000,98000,80000
2024-11-05,2024,11,Madrid,Spain,Temporary,Male,Network Engineer,Network Administrator,Jobs2Careers,Renishaw,500 or above,Manufacturing,0,8,Senior,MBA,55000,110000,82500
2023-04-06,2023,4,Hanoi,Vietnam,Full-Time,Both,Event Planner,Wedding Planner,Stack Overflow Jobs,Adani Enterprises,500 or above,Conglomerate,2,9,Senior,B.Com,61000,124000,92500
2024-10-07,2024,10,Bangkok,Thailand,Temporary,Male,Legal Assistant,Paralegal,Glassdoor,Advanced Micro Devices,500 or above,Technology,1,12,Senior,BCA,57000,115000,86000
2022-07-04,2022,7,Brussels,Belgium,Contract,Female,Social Worker,Child Welfare Worker,USAJOBS,AMP Limited,500 or above,Financial Services,5,9,Senior,MBA,65000,124000,94500
2023-03-04,2023,3,Hanoi,Vietnam,Temporary,Female,Account Director,Business Development Director,LinkedIn,Norfolk Southern,500 or above,Transportation,4,15,Senior,MBA,60000,93000,76500
2023-05-06,2023,5,Tokyo,Japan,Intern,Both,Litigation Attorney,Trial Attorney,USAJOBS,ServiceNow,500 or above,Information Technology,2,12,Senior,MBA,58000,85000,71500
2023-06-07,2023,6,Canberra,Australia,Part-Time,Female,Electrical Designer,Electrical Engineer,Idealist,SAP SE,500 or above,Technology and Software,0,8,Senior,MCA,64000,117000,90500
2022-10-04,2022,10,Bangkok,Thailand,Temporary,Female,UX Researcher,UX Strategist,Stack Overflow Jobs,Ford Motor Company,500 or above,Automotive,5,10,Senior,M.Com,56000,99000,77500
2024-02-03,2024,2,Lisbon,Portugal,Temporary,Male,Civil Engineer,Water Resources Engineer,SimplyHired,Equinix,500 or above,Real Estate,3,10,Senior,MBA,59000,121000,90000
2022-09-05,2022,9,Bangkok,Thailand,Part-Time,Female,Operations Manager,Supply Chain Manager,Idealist,Norwegian Cruise Line Holdings Ltd.,500 or above,Travel/Cruise Lines,1,8,Senior,MBA,62000,126000,94000
2023-12-10,2023,12,London,UK,Part-Time,Both,Network Engineer,Wireless Network Engineer,Internships.com,Ally Financial,500 or above,Financial Services,2,12,Senior,BA,55000,88000,71500
2022-12-12,2022,12,Tokyo,Japan,Contract,Both,Product Manager,Agile Product Owner,Stack Overflow Jobs,UGI,500 or above,Utilities,3,8,Senior,MBA,57000,101000,79000
2023-03-02,2023,3,Hanoi,Vietnam,Temporary,Male,Account Manager,Client Relationship Manager,Dice,Cholamandalam Investment and Finance Company,500 or above,Financial Services,3,9,Senior,BA,57000,81000,69000
2024-05-12,2024,5,Bangkok,Thailand,Contract,Male,IT Support Specialist,Help Desk Support Specialist,Stack Overflow Jobs,AutoNation,500 or above,Automotive,1,10,Senior,B.Tech,64000,96000,80000
2022-05-09,2022,5,City of Port Louis,Mauritius,Temporary,Female,Customer Support Specialist,Customer Success Manager,SimplyHired,TravelCenters of America,500 or above,Travel & Hospitality,4,14,Senior,MBA,55000,126000,90500
2022-11-11,2022,11,Beijing,China,Intern,Female,Digital Marketing Specialist,SEO Specialist,Snagajob,Enterprise Products Partners,500 or above,Energy,5,8,Senior,B.Tech,62000,130000,96000
2023-04-02,2023,4,Lisbon,Portugal,Intern,Male,Event Manager,Conference Manager,LinkedIn,CommScope Holding,500 or above,Telecommunications,1,14,Senior,BCA,58000,85000,71500
2024-01-05,2024,1,Bangkok,Thailand,Intern,Male,Interior Designer,Hospitality Interior Designer,Stack Overflow Jobs,Vistra,500 or above,Energy,1,13,Senior,BA,61000,85000,73000
2022-11-09,2022,11,Berlin,Germany,Temporary,Female,Sales Manager,Key Account Manager,Glassdoor,Apollo Global Management,500 or above,Asset Management,3,13,Senior,BA,63000,110000,86500
2022-03-01,2022,3,Tokyo,Japan,Intern,Both,Operations Manager,Quality Control Manager,Jobs2Careers,HF Sinclair,500 or above,Energy,0,12,Senior,MCA,55000,98000,76500
2023-03-07,2023,3,Singapore,Singapore,Full-Time,Both,Registered Nurse,Clinical Nurse Specialist,SimplyHired,GlaxoSmithKline,500 or above,Pharmaceuticals,5,15,Senior,BA,55000,111000,83000
2021-05-11,2021,5,Hanoi,Vietnam,Part-Time,Female,Legal Advisor,Corporate Counsel,Stack Overflow Jobs,Hindustan Unilever Limited (HUL),500 or above,Consumer Goods,3,14,Senior,B.Com,61000,93000,77000
2022-09-10,2022,9,Singapore,Singapore,Temporary,Male,Interior Designer,Hospitality Interior Designer,USAJOBS,Henkel AG & Co. KGaA,500 or above,Chemicals,3,10,Senior,MCA,62000,97000,79500
2022-02-10,2022,2,Bangkok,Thailand,Full-Time,Female,Email Marketing Specialist,Marketing Automation Specialist,The Muse,General Electric,500 or above,Conglomerate,3,12,Senior,B.Tech,59000,119000,89000
2022-09-09,2022,9,Berlin,Germany,Part-Time,Female,Substance Abuse Counselor,Family Counselor,Idealist,PPL,500 or above,Energy,1,13,Senior,BBA,57000,105000,81000
2023-10-11,2023,10,"Washington, D.C.",USA,Temporary,Both,Java Developer,Java Software Engineer,Idealist,KLA,500 or above,Technology,2,13,Senior,B.Tech,63000,109000,86000
2023-08-06,2023,8,Paris,France,Part-Time,Male,Marketing Analyst,Digital Marketing Analyst,ZipRecruiter,Hilton Worldwide Holdings,500 or above,Hospitality,4,11,Senior,BA,62000,80000,71000
2024-11-02,2024,11,New Delhi,India,Contract,Both,Marketing Specialist,Marketing Analytics Specialist,Idealist,The Boeing Company,500 or above,Aerospace/Defense,5,15,Senior,BA,57000,81000,69000
2024-05-06,2024,5,Hanoi,Vietnam,Full-Time,Both,Paralegal,Litigation Paralegal,FlexJobs,Marsh & McLennan,500 or above,Insurance,3,15,Senior,B.Com,62000,90000,76000
2023-04-03,2023,4,"Washington, D.C.",USA,Full-Time,Both,Event Planner,Wedding Planner,Idealist,Molson Coors Beverage,500 or above,Beverage,5,8,Senior,PhD,61000,128000,94500
2023-06-05,2023,6,New Delhi,India,Contract,Both,Sales Representative,Inside Sales Representative,USAJOBS,Mastercard,500 or above,Financial Services,1,14,Senior,M.Com,55000,94000,74500
2023-09-09,2023,9,Beijing,China,Temporary,Both,Supply Chain Manager,Demand Planner,Idealist,RWE AG,500 or above,Energy,2,14,Senior,BA,60000,87000,73500
2022-12-11,2022,12,Hanoi,Vietnam,Contract,Both,Network Engineer,Wireless Network Engineer,The Muse,Avnet,500 or above,Technology,1,8,Senior,MBA,55000,126000,90500
2023-04-11,2023,4,Bangkok,Thailand,Full-Time,Female,Software Engineer,DevOps Engineer,USAJOBS,Rockwell Automation,500 or above,Manufacturing,2,15,Senior,BBA,61000,115000,88000
2024-04-06,2024,4,Ottawa,Canada,Contract,Male,Physical Therapist,Orthopedic Physical Therapist,Jobs2Careers,Alibaba Health Information Technology,500 or above,Healthcare Technology,3,10,Senior,MBA,58000,127000,92500
2024-06-04,2024,6,Hanoi,Vietnam,Full-Time,Male,Research Scientist,Senior Researcher,ZipRecruiter,Sanmina,500 or above,Manufacturing,5,10,Senior,B.Tech,62000,122000,92000
2024-11-08,2024,11,London,UK,Full-Time,Male,Teacher,Special Education Teacher,The Muse,Ebay,500 or above,E-commerce,3,15,Senior,M.Com,65000,84000,74500
2021-09-11,2021,9,Madrid,Spain,Part-Time,Female,Customer Support Specialist,Customer Success Manager,Dice,Marks & Spencer,500 or above,Retail,0,11,Senior,MCA,65000,111000,88000
2024-06-01,2024,6,New Delhi,India,Contract,Male,Urban Planner,Transportation Planner,Idealist,NTPC Limited,500 or above,Utilities,0,8,Senior,BBA,57000,108000,82500
2022-09-01,2022,9,Canberra,Australia,Part-Time,Male,Software Engineer,Backend Developer,Snagajob,Norfolk Southern,500 or above,Transportation,1,11,Senior,BCA,61000,99000,80000
2022-04-04,2022,4,London,UK,Full-Time,Male,Graphic Designer,Web Graphic Designer,Dice,Ramsay Health Care,500 or above,Healthcare/Hospitals,5,10,Senior,MCA,56000,115000,85500
2024-06-04,2024,6,Paris,France,Part-Time,Both,Financial Analyst,Budget Analyst,Indeed,NextEra Energy,500 or above,Energy,1,12,Senior,B.Com,61000,105000,83000
2025-07-05,2025,7,Lisbon,Portugal,Temporary,Both,Social Worker,Mental Health Counselor,SimplyHired,Burberry Group,500 or above,Fashion and Apparel,0,13,Senior,BCA,60000,98000,79000
2023-09-08,2023,9,Berlin,Germany,Intern,Female,Mechanical Designer,Product Designer,Stack Overflow Jobs,Chewy,500 or above,E-commerce,1,11,Senior,B.Com,62000,106000,84000
2023-02-09,2023,2,Madrid,Spain,Intern,Both,Software Tester,Automation Tester,Snagajob,Energy Transfer,500 or above,Energy,1,14,Senior,MCA,65000,98000,81500
2023-10-09,2023,10,Ottawa,Canada,Intern,Female,Data Analyst,Data Quality Analyst,Snagajob,Adani Enterprises,500 or above,Conglomerate,4,14,Senior,M.Tech,58000,83000,70500
2022-06-09,2022,6,Hanoi,Vietnam,Part-Time,Male,Business Development Manager,Sales Manager,Monster,Asian Paints,500 or above,Consumer Goods,4,11,Senior,B.Tech,65000,108000,86500
2024-02-12,2024,2,London,UK,Full-Time,Female,HR Manager,Employee Development Manager,Internships.com,Renishaw,500 or above,Manufacturing,3,14,Senior,PhD,64000,106000,85000
2023-11-08,2023,11,London,UK,Part-Time,Both,Wedding Planner,Wedding Consultant,Stack Overflow Jobs,Albertsons,500 or above,Retail,4,8,Senior,M.Com,58000,93000,75500
2023-06-11,2023,6,Singapore,Singapore,Intern,Female,Email Marketing Specialist,Email Campaign Manager,LinkedIn,The Walt Disney Company,500 or above,Entertainment/Media,5,14,Senior,MCA,59000,126000,92500
2025-01-07,2025,1,Brussels,Belgium,Full-Time,Both,Social Worker,Mental Health Counselor,Monster,Downer Group,500 or above,Construction/Infrastructure,3,10,Senior,M.Com,58000,113000,85500
2024-04-07,2024,4,New Delhi,India,Contract,Female,Graphic Designer,Print Graphic Designer,Idealist,UltraTech Cement,500 or above,Cement & Aggregates,2,11,Senior,BCA,65000,110000,87500
2023-10-09,2023,10,Madrid,Spain,Part-Time,Both,Network Administrator,Network Engineer,FlexJobs,Huntington Ingalls Industries,500 or above,Aerospace & Defense,0,8,Senior,BBA,63000,88000,75500
2023-06-09,2023,6,Beijing,China,Full-Time,Both,Marketing Manager,Brand Manager,ZipRecruiter,PepsiCo,500 or above,Food and Beverage,3,11,Senior,B.Com,63000,94000,78500
2022-06-11,2022,6,Singapore,Singapore,Intern,Male,Teacher,Subject Matter Expert,SimplyHired,Beiersdorf AG,500 or above,Consumer Goods,1,13,Senior,MBA,64000,119000,91500
2021-02-12,2021,2,Ottawa,Canada,Temporary,Both,Systems Analyst,IT Analyst,Monster,Universal Health Services,500 or above,Healthcare Services,1,12,Senior,BBA,57000,102000,79500
2022-10-06,2022,10,New Delhi,India,Full-Time,Female,UI Developer,Front-End Developer,USAJOBS,Oracle,500 or above,Technology,5,11,Senior,BA,59000,87000,73000
2022-11-09,2022,11,Ottawa,Canada,Full-Time,Both,UX Researcher,UX Strategist,FlexJobs,Qurate Retail,500 or above,Retail,3,10,Senior,B.Com,55000,95000,75000
2022-06-12,2022,6,Canberra,Australia,Full-Time,Male,Investment Analyst,Portfolio Manager,USAJOBS,Balfour Beatty,500 or above,Construction and Engineering,2,15,Senior,MCA,64000,99000,81500
2024-04-09,2024,4,Tokyo,Japan,Contract,Female,UX/UI Designer,User Interface Designer,Glassdoor,Western Union Company,500 or above,Financial Services/Remittances,5,11,Senior,MBA,55000,89000,72000
2024-07-05,2024,7,City of Port Louis,Mauritius,Full-Time,Female,Copywriter,SEO Copywriter,The Muse,United Rentals,500 or above,Equipment Rentals,4,15,Senior,B.Com,64000,83000,73500
2022-02-11,2022,2,City of Port Louis,Mauritius,Part-Time,Both,Marketing Specialist,Content Marketing Manager,USAJOBS,Bayerische Motoren Werke AG (BMW),500 or above,Automotive,1,9,Senior,PhD,59000,99000,79000
2023-12-04,2023,12,Ottawa,Canada,Contract,Male,Graphic Designer,Web Graphic Designer,Internships.com,Synchrony Financial,500 or above,Financial Services,1,14,Senior,B.Com,55000,95000,75000
2021-08-11,2021,8,London,UK,Temporary,Male,SEM Specialist,SEM Analyst,Idealist,Scottish Mortgage Investment Trust,51-500,Financial Services,2,14,Senior,BCA,56000,116000,86000
2022-05-11,2022,5,Hanoi,Vietnam,Full-Time,Both,Financial Planner,Tax Planner,LinkedIn,Visa,500 or above,Financial Services,4,9,Senior,B.Com,60000,93000,76500
2022-07-10,2022,7,Berlin,Germany,Full-Time,Male,Data Analyst,Data Scientist,Glassdoor,Huntsman,500 or above,Chemicals,4,14,Senior,BCA,65000,88000,76500
2024-08-02,2024,8,Tokyo,Japan,Temporary,Male,Product Manager,Technical Product Manager,Dice,Incitec Pivot,500 or above,Chemicals,1,9,Senior,B.Tech,63000,102000,82500
2025-06-05,2025,6,Paris,France,Contract,Both,Marketing Coordinator,Event Marketing Coordinator,USAJOBS,Standard Chartered,500 or above,Financial Services,4,8,Senior,BA,56000,84000,70000
2024-01-01,2024,1,London,UK,Intern,Male,Market Research Analyst,Market Researcher,SimplyHired,Mphasis,500 or above,Information Technology,1,9,Senior,MCA,61000,105000,83000
2024-09-01,2024,9,Hanoi,Vietnam,Full-Time,Female,Marketing Coordinator,Digital Marketing Coordinator,Snagajob,Cisco Systems,500 or above,Technology,0,9,Senior,B.Com,56000,102000,79000
2023-11-08,2023,11,"Washington, D.C.",USA,Full-Time,Female,SEO Specialist,Technical SEO Specialist,LinkedIn,Continental Resources,500 or above,Energy,5,8,Senior,BCA,62000,112000,87000
2025-02-08,2025,2,Hanoi,Vietnam,Intern,Male,Public Relations Specialist,Crisis Communication Manager,Glassdoor,Hargreaves Lansdown,500 or above,Financial Services,0,8,Senior,BCA,60000,81000,70500
2022-11-01,2022,11,Tokyo,Japan,Part-Time,Female,Brand Ambassador,Social Media Influencer,LinkedIn,Duke Energy,500 or above,Energy,2,11,Senior,M.Tech,62000,101000,81500
2025-07-01,2025,7,Paris,France,Intern,Both,HR Manager,Human Resources Director,LinkedIn,International Business Machines,500 or above,Technology,0,9,Senior,MBA,56000,97000,76500
2024-06-05,2024,6,Ottawa,Canada,Full-Time,Female,Veterinarian,Equine Veterinarian,Idealist,Costco Wholesale,500 or above,Retail,5,10,Senior,MCA,63000,101000,82000
2023-06-08,2023,6,Canberra,Australia,Contract,Female,Substance Abuse Counselor,Family Counselor,Stack Overflow Jobs,Insight Enterprises,500 or above,IT Services,2,11,Senior,MBA,61000,125000,93000
2022-09-02,2022,9,Ottawa,Canada,Temporary,Both,QA Engineer,QA Manager,Internships.com,Seek Limited,500 or above,Online Job Search,3,13,Senior,MBA,57000,95000,76000
2023-05-12,2023,5,Hanoi,Vietnam,Full-Time,Female,Graphic Designer,Print Graphic Designer,SimplyHired,Oil Search,500 or above,Energy/Oil and Gas,1,13,Senior,MBA,64000,107000,85500
2023-12-04,2023,12,Ottawa,Canada,Intern,Both,Software Tester,Quality Assurance Analyst,SimplyHired,Activision Blizzard,500 or above,Communication Services,0,13,Senior,PhD,57000,129000,93000
2023-09-07,2023,9,Beijing,China,Temporary,Female,Operations Manager,Operations Director,USAJOBS,Thermo Fisher Scientific,500 or above,Healthcare,3,13,Senior,B.Tech,58000,112000,85000
2024-03-03,2024,3,New Delhi,India,Intern,Female,Graphic Designer,UI/UX Designer,CareerBuilder,Qualcomm,500 or above,Technology,2,9,Senior,BA,55000,116000,85500
2023-06-09,2023,6,Ottawa,Canada,Contract,Both,UX/UI Designer,Interaction Designer,Internships.com,Southwest Airlines,500 or above,Airlines,2,11,Senior,BBA,61000,93000,77000
2024-04-01,2024,4,Canberra,Australia,Temporary,Female,Social Media Manager,Social Media Strategist,FlexJobs,Ping An Insurance,500 or above,Insurance,4,13,Senior,M.Tech,58000,84000,71000
2024-01-09,2024,1,Paris,France,Temporary,Both,Procurement Specialist,Procurement Coordinator,The Muse,Fortune Brands Innovations,500 or above,Manufacturing,2,8,Senior,MCA,61000,129000,95000
2022-07-04,2022,7,"Washington, D.C.",USA,Intern,Both,Mechanical Engineer,HVAC Engineer,Dice,Delek US Holdings,500 or above,Energy,5,14,Senior,B.Tech,56000,107000,81500
2023-11-04,2023,11,Ottawa,Canada,Contract,Male,Registered Nurse,Staff Nurse,SimplyHired,Whirlpool,500 or above,Manufacturing,5,12,Senior,BA,64000,109000,86500
2024-09-07,2024,9,New Delhi,India,Intern,Female,Legal Counsel,Intellectual Property Lawyer,Jobs2Careers,L&T Finance Holdings,500 or above,Financial Services,4,10,Senior,M.Com,62000,122000,92000
2023-03-10,2023,3,Madrid,Spain,Intern,Male,UX/UI Designer,User Experience Designer,Stack Overflow Jobs,Wacker Chemie AG,500 or above,Chemicals,5,11,Senior,B.Com,59000,95000,77000
2023-10-06,2023,10,Singapore,Singapore,Full-Time,Female,Copywriter,Technical Copywriter,FlexJobs,China Evergrande Group,500 or above,Real Estate,4,11,Senior,B.Tech,59000,117000,88000
2023-03-02,2023,3,Singapore,Singapore,Part-Time,Female,Social Worker,Mental Health Counselor,Jobs2Careers,Bath & Body Works,500 or above,Consumer Discretionary,0,11,Senior,M.Com,59000,118000,88500
2023-04-12,2023,4,Singapore,Singapore,Intern,Both,Software Tester,Quality Assurance Analyst,LinkedIn,Amphenol,500 or above,Electronics,3,12,Senior,PhD,56000,97000,76500
2022-12-12,2022,12,"Washington, D.C.",USA,Temporary,Female,Account Director,Account Strategist,SimplyHired,Commonwealth Bank of Australia,500 or above,Banking,1,15,Senior,BCA,60000,105000,82500
2024-07-01,2024,7,Madrid,Spain,Intern,Male,Research Analyst,Social Science Researcher,Monster,China Merchants Bank,500 or above,Banking,1,14,Senior,PhD,61000,103000,82000
2023-01-05,2023,1,Tokyo,Japan,Intern,Male,Financial Controller,Finance Manager,ZipRecruiter,Activision Blizzard,500 or above,Communication Services,3,13,Senior,PhD,56000,91000,73500
2023-03-12,2023,3,London,UK,Temporary,Female,Human Resources Manager,HR Generalist,FlexJobs,JetBlue Airways,500 or above,Airlines,4,10,Senior,B.Tech,63000,101000,82000
2022-10-10,2022,10,Hanoi,Vietnam,Intern,Both,Operations Manager,Supply Chain Manager,FlexJobs,Deutsche Wohnen SE,500 or above,Real Estate,0,10,Senior,MBA,57000,94000,75500
2021-03-10,2021,3,"Washington, D.C.",USA,Part-Time,Female,Software Engineer,Frontend Developer,The Muse,Downer Group,500 or above,Construction/Infrastructure,5,13,Senior,MBA,55000,80000,67500
2022-01-12,2022,1,London,UK,Contract,Male,Administrative Assistant,Data Entry Specialist,USAJOBS,MetLife,500 or above,Insurance,4,8,Senior,BBA,61000,104000,82500
2025-03-02,2025,3,City of Port Louis,Mauritius,Part-Time,Both,Business Analyst,Healthcare Business Analyst,Snagajob,United Services Automobile Assn.,500 or above,Insurance,0,12,Senior,B.Tech,61000,117000,89000
2025-01-03,2025,1,Berlin,Germany,Temporary,Female,Sales Representative,Account Executive,The Muse,DXC Technology,500 or above,IT Services,2,14,Senior,BA,55000,117000,86000
2022-02-05,2022,2,Beijing,China,Contract,Male,Investment Banker,Financial Analyst,Snagajob,Weir Group,500 or above,Engineering,5,8,Senior,PhD,59000,120000,89500
2022-09-09,2022,9,Hanoi,Vietnam,Contract,Female,Network Administrator,Network Security Analyst,Stack Overflow Jobs,Fortescue Metals Group,500 or above,Mining and Metals,4,14,Senior,M.Tech,63000,92000,77500
2023-04-11,2023,4,London,UK,Contract,Both,Nurse Practitioner,Family Nurse Practitioner,Idealist,Next plc,500 or above,Retail,0,10,Senior,MCA,61000,122000,91500
